Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2012-04,Warwickshire Police,rte,4,0,1,8,29,4,0,3,1,0,1
2012-04,Warwickshire Police,rrn,10,0,11,4,21,4,1,12,1,2,2
2012-04,Warwickshire Police,nww,8,1,12,6,36,7,2,14,1,2,1
2012-04,Warwickshire Police,rtc,2,0,0,17,21,2,9,21,4,3,2
2012-04,Warwickshire Police,nws,20,0,15,12,53,29,1,26,0,0,7
2012-04,Warwickshire Police,lsn,27,1,22,22,68,23,2,18,0,3,7
2012-04,Warwickshire Police,ken,5,1,3,6,31,8,4,12,1,1,2
2012-04,Warwickshire Police,rtn,8,0,13,16,83,23,6,21,4,2,8
2012-04,Warwickshire Police,rrc,9,2,2,4,33,6,0,10,0,0,0
2012-04,Warwickshire Police,an,24,1,4,11,32,7,1,11,0,0,5
2012-04,Warwickshire Police,nwe,22,2,13,19,64,16,6,14,3,3,4
2012-04,Warwickshire Police,rtw,9,1,13,14,57,25,3,23,2,3,9
2012-04,Warwickshire Police,lstc,7,1,4,20,63,6,26,25,6,15,3
2012-04,Warwickshire Police,lss,17,11,11,30,83,17,4,25,3,3,2
2012-04,Warwickshire Police,btc,0,0,0,6,12,6,4,13,0,2,2
2012-04,Warwickshire Police,ship,5,0,5,7,19,8,2,8,0,0,2
2012-04,Warwickshire Police,rrs,4,0,5,1,10,2,0,10,0,0,0
2012-04,Warwickshire Police,whit,11,0,2,2,15,2,0,4,2,1,0
2012-04,Warwickshire Police,wre,7,1,4,2,12,2,1,12,0,0,3
2012-04,Warwickshire Police,wrc,22,3,34,14,87,24,18,40,3,6,13
2012-04,Warwickshire Police,nn,15,0,8,12,49,17,3,27,2,1,1
2012-04,Warwickshire Police,nc,8,1,15,11,55,15,0,24,3,1,0
2012-04,Warwickshire Police,ne,6,0,23,7,41,13,5,16,1,2,1
2012-04,Warwickshire Police,wrw,11,0,5,3,12,3,0,9,0,0,0
2012-04,Warwickshire Police,ns,13,0,26,22,135,25,5,29,3,1,6
2012-04,Warwickshire Police,nw,16,0,8,8,87,20,4,25,0,1,4
2012-04,Warwickshire Police,be,10,0,9,13,56,8,3,23,3,2,1
2012-04,Warwickshire Police,bw,13,1,10,7,40,11,6,18,0,0,3
2012-04,Warwickshire Police,ntc,2,0,4,16,42,4,20,20,5,2,5
2012-04,Warwickshire Police,well,10,0,14,6,21,2,0,10,1,0,5
2012-04,Warwickshire Police,as,21,0,9,3,47,6,4,10,1,0,5
2012-04,Warwickshire Police,st,11,0,15,32,112,23,24,29,5,4,8
2012-04,Warwickshire Police,nwn,11,0,14,7,44,11,1,17,0,0,3
2012-04,Warwickshire Police,sou,7,0,3,8,30,15,5,18,0,0,10
