Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2012-06,Wiltshire Police,DN,18,0,10,34,100,28,21,28,8,4,6
2012-06,Wiltshire Police,DE,9,0,7,56,168,30,2,17,3,2,2
2012-06,Wiltshire Police,DC,43,1,23,44,156,43,21,35,6,4,6
2012-06,Wiltshire Police,DA,14,1,27,22,85,17,10,16,3,7,1
2012-06,Wiltshire Police,DW,8,2,17,15,72,23,13,22,2,7,7
2012-06,Wiltshire Police,DT,26,4,29,66,225,31,61,54,10,10,13
2012-06,Wiltshire Police,DS,12,2,17,15,77,15,1,21,2,3,5
2012-06,Wiltshire Police,EM,16,0,7,31,79,27,5,22,26,2,7
2012-06,Wiltshire Police,EL,7,0,2,7,42,20,0,11,2,1,3
2012-06,Wiltshire Police,EO,16,0,8,19,79,15,4,15,6,0,5
2012-06,Wiltshire Police,EN,7,0,3,18,53,19,10,12,3,1,3
2012-06,Wiltshire Police,EH,18,0,13,13,33,5,5,12,6,1,0
2012-06,Wiltshire Police,ED,13,0,3,11,69,38,11,19,4,1,3
2012-06,Wiltshire Police,EG,14,1,22,10,50,19,4,14,1,6,1
2012-06,Wiltshire Police,EF,5,0,5,9,35,13,1,14,0,1,3
2012-06,Wiltshire Police,EA,8,0,5,11,37,9,0,11,0,0,0
2012-06,Wiltshire Police,EC,10,0,4,8,22,9,2,9,1,1,0
2012-06,Wiltshire Police,EB,9,0,1,0,11,1,1,0,0,0,1
2012-06,Wiltshire Police,EY,4,0,3,6,24,5,1,10,3,0,0
2012-06,Wiltshire Police,EZ,13,1,7,30,118,28,5,34,1,3,6
2012-06,Wiltshire Police,EU,19,0,4,10,35,20,0,9,2,0,3
2012-06,Wiltshire Police,ET,29,2,10,60,187,36,30,41,6,7,7
2012-06,Wiltshire Police,EW,1,0,7,9,24,4,0,6,0,0,0
2012-06,Wiltshire Police,EV,2,0,1,1,10,3,0,4,0,0,4
2012-06,Wiltshire Police,EP,33,1,11,35,143,16,21,25,8,5,13
2012-06,Wiltshire Police,ES,22,0,18,42,184,52,34,51,2,11,16
2012-06,Wiltshire Police,ER,10,0,13,14,85,21,6,13,0,0,3
