Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2012-05,Cheshire Constabulary,N020,5,0,1,3,19,1,7,4,1,4,1
2012-05,Cheshire Constabulary,N021,9,0,6,20,80,13,8,15,1,2,15
2012-05,Cheshire Constabulary,N022,19,0,7,6,48,11,1,11,0,1,6
2012-05,Cheshire Constabulary,N023,8,0,16,6,47,10,8,10,2,1,3
2012-05,Cheshire Constabulary,N024,3,1,0,17,100,14,38,32,8,18,28
2012-05,Cheshire Constabulary,N025,5,1,14,4,61,8,12,15,2,0,12
2012-05,Cheshire Constabulary,N008,12,0,6,3,38,9,3,11,0,1,1
2012-05,Cheshire Constabulary,N009,3,0,2,1,53,11,1,3,3,3,1
2012-05,Cheshire Constabulary,N006,5,0,6,2,24,0,0,9,1,1,3
2012-05,Cheshire Constabulary,N007,5,0,5,4,75,7,3,17,4,1,9
2012-05,Cheshire Constabulary,N004,45,2,33,47,412,81,59,66,18,19,61
2012-05,Cheshire Constabulary,N005,5,0,9,1,19,5,0,5,0,0,2
2012-05,Cheshire Constabulary,N002,5,0,3,13,89,21,10,20,4,6,16
2012-05,Cheshire Constabulary,N003,6,0,4,8,65,10,8,6,3,2,4
2012-05,Cheshire Constabulary,N001,25,0,27,19,100,24,8,27,5,3,22
2012-05,Cheshire Constabulary,N048,8,0,2,5,37,4,2,9,0,0,4
2012-05,Cheshire Constabulary,N049,28,1,22,36,259,44,25,33,6,11,28
2012-05,Cheshire Constabulary,N042,19,1,18,16,268,21,56,51,14,17,33
2012-05,Cheshire Constabulary,N043,11,0,6,10,56,19,4,8,7,4,9
2012-05,Cheshire Constabulary,N040,17,0,8,5,67,20,5,5,10,4,7
2012-05,Cheshire Constabulary,N041,4,0,6,3,44,4,3,7,3,1,5
2012-05,Cheshire Constabulary,N046,5,0,9,5,60,4,2,9,6,1,6
2012-05,Cheshire Constabulary,N047,5,0,17,3,49,7,0,10,0,0,5
2012-05,Cheshire Constabulary,N044,18,0,9,9,104,15,5,15,5,6,6
2012-05,Cheshire Constabulary,N045,15,0,2,4,57,9,7,10,5,3,5
2012-05,Cheshire Constabulary,N033,10,0,8,9,51,16,1,8,4,1,8
2012-05,Cheshire Constabulary,N026,9,0,9,10,70,17,2,5,3,1,5
2012-05,Cheshire Constabulary,N050,12,0,8,7,64,9,2,5,1,1,6
2012-05,Cheshire Constabulary,N027,12,2,15,16,115,26,17,18,4,7,17
2012-05,Cheshire Constabulary,N028,2,0,4,4,42,3,0,12,2,3,1
2012-05,Cheshire Constabulary,N029,6,1,16,5,59,13,2,9,5,3,8
2012-05,Cheshire Constabulary,N039,8,0,4,6,43,4,2,2,4,0,2
2012-05,Cheshire Constabulary,N032,8,0,8,2,42,10,3,14,1,0,7
2012-05,Cheshire Constabulary,N019,4,0,3,11,70,14,3,9,4,1,8
2012-05,Cheshire Constabulary,N018,2,0,4,5,59,6,6,13,1,5,6
2012-05,Cheshire Constabulary,N031,8,0,8,3,26,1,2,6,0,0,2
2012-05,Cheshire Constabulary,N030,2,0,3,3,32,4,1,8,2,0,7
2012-05,Cheshire Constabulary,N037,27,2,11,28,195,37,24,49,9,8,24
2012-05,Cheshire Constabulary,N036,14,2,10,12,89,27,5,19,2,2,7
2012-05,Cheshire Constabulary,N035,6,0,2,1,11,2,0,7,2,1,0
2012-05,Cheshire Constabulary,N034,8,0,10,14,104,20,10,16,1,6,8
2012-05,Cheshire Constabulary,N011,3,0,3,4,39,4,3,6,1,0,1
2012-05,Cheshire Constabulary,N010,9,0,3,7,39,2,3,5,2,0,4
2012-05,Cheshire Constabulary,N013,4,0,4,15,114,21,15,17,3,3,24
2012-05,Cheshire Constabulary,N012,4,1,3,6,32,9,0,16,0,0,1
2012-05,Cheshire Constabulary,N015,2,0,2,3,21,2,1,1,1,0,1
2012-05,Cheshire Constabulary,N014,2,0,5,9,35,10,1,9,1,0,3
2012-05,Cheshire Constabulary,N017,4,0,2,8,36,9,1,8,2,1,8
2012-05,Cheshire Constabulary,N016,10,0,7,3,24,2,1,7,2,0,4
2012-05,Cheshire Constabulary,N052,13,2,8,20,184,25,12,23,7,10,27
2012-05,Cheshire Constabulary,N038,23,1,13,19,190,36,30,19,17,4,35
2012-05,Cheshire Constabulary,N051,14,0,18,30,202,24,12,32,17,7,27
