Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2012-12,Cambridgeshire Constabulary,CamCity_East_City,21,2,20,25,118,22,24,77,22,8,4
2012-12,Cambridgeshire Constabulary,Pboro_Eastern,37,5,42,91,299,102,71,112,48,22,22
2012-12,Cambridgeshire Constabulary,Hunts_Huntingdon_and_Yaxley,45,1,20,40,133,35,25,35,18,8,19
2012-12,Cambridgeshire Constabulary,CamCity_South_City,11,1,8,4,40,4,1,31,6,0,3
2012-12,Cambridgeshire Constabulary,Fenland_March_and_Chatteris,11,0,9,14,96,22,2,19,10,2,6
2012-12,Cambridgeshire Constabulary,ECambs_Littleport_and_West,8,0,1,12,26,10,0,4,4,0,1
2012-12,Cambridgeshire Constabulary,ECambs_Soham_and_South,26,1,8,7,48,9,3,14,1,2,3
2012-12,Cambridgeshire Constabulary,CamCity_Cambridge_City,3,1,3,39,79,18,73,126,11,8,5
2012-12,Cambridgeshire Constabulary,Hunts_St_Neots,29,2,19,21,93,25,13,25,15,7,5
2012-12,Cambridgeshire Constabulary,Fenland_Wisbech,28,1,18,43,148,42,35,34,26,14,6
2012-12,Cambridgeshire Constabulary,Fenland_Whittlesey,3,0,11,4,26,11,7,4,5,0,3
2012-12,Cambridgeshire Constabulary,SCambs_Cambourne,49,1,17,22,66,21,2,37,4,3,6
2012-12,Cambridgeshire Constabulary,ECambs_Ely_City,6,0,0,8,46,9,25,12,14,3,5
2012-12,Cambridgeshire Constabulary,CamCity_North_City,22,1,23,31,107,34,2,44,23,4,8
2012-12,Cambridgeshire Constabulary,Pboro_Southern,45,2,49,33,189,54,22,59,22,8,16
2012-12,Cambridgeshire Constabulary,SCambs_Histon,10,1,15,15,42,14,6,11,10,3,4
2012-12,Cambridgeshire Constabulary,SCambs_Sawston,23,0,22,12,46,14,1,19,8,5,7
2012-12,Cambridgeshire Constabulary,Hunts_St_Ives_and_Ramsey,30,1,13,31,93,30,9,31,7,2,5
2012-12,Cambridgeshire Constabulary,CamCity_West_City,2,0,8,0,14,5,0,15,3,0,2
2012-12,Cambridgeshire Constabulary,Pboro_Northern,50,5,51,62,240,54,24,81,24,7,19
