Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2012-05,Norfolk Constabulary,D14,0,0,4,3,21,7,1,4,5,0,2
2012-05,Norfolk Constabulary,D15,2,0,9,5,30,3,1,8,3,1,0
2012-05,Norfolk Constabulary,G24,3,0,2,14,78,13,0,12,4,3,3
2012-05,Norfolk Constabulary,G25,0,0,3,11,52,8,3,6,2,1,3
2012-05,Norfolk Constabulary,G22,2,0,5,15,59,10,8,4,2,2,6
2012-05,Norfolk Constabulary,D11,14,0,12,6,45,10,8,3,0,2,1
2012-05,Norfolk Constabulary,D12,13,1,3,13,47,6,3,7,3,1,1
2012-05,Norfolk Constabulary,D13,3,0,1,2,31,4,0,6,2,2,0
2012-05,Norfolk Constabulary,E11,4,0,0,4,11,4,0,6,0,0,0
2012-05,Norfolk Constabulary,E13,10,0,12,6,23,3,0,6,0,3,0
2012-05,Norfolk Constabulary,E12,6,0,5,12,35,9,3,9,3,1,1
2012-05,Norfolk Constabulary,E14,2,0,0,10,20,11,6,10,1,3,0
2012-05,Norfolk Constabulary,F21,20,1,16,51,204,36,18,35,20,9,10
2012-05,Norfolk Constabulary,B12,4,0,2,14,42,14,3,4,0,3,7
2012-05,Norfolk Constabulary,B13,4,0,4,19,55,8,8,5,6,0,4
2012-05,Norfolk Constabulary,B11,10,0,5,26,139,44,9,14,11,10,5
2012-05,Norfolk Constabulary,C13,7,0,1,10,41,16,1,4,5,5,1
2012-05,Norfolk Constabulary,C12,8,0,4,4,25,9,1,6,1,1,1
2012-05,Norfolk Constabulary,C11,2,0,0,6,12,4,0,7,1,1,0
2012-05,Norfolk Constabulary,G23,2,0,1,3,22,2,0,0,2,0,2
2012-05,Norfolk Constabulary,A33,17,0,15,13,80,10,2,13,2,1,2
2012-05,Norfolk Constabulary,A32,4,0,6,4,29,4,0,8,2,0,3
2012-05,Norfolk Constabulary,A31,5,0,8,8,51,8,1,6,3,0,2
2012-05,Norfolk Constabulary,G14,6,0,18,42,171,33,24,38,10,12,4
2012-05,Norfolk Constabulary,A11,1,0,5,18,38,13,3,13,1,0,1
2012-05,Norfolk Constabulary,E22,4,0,4,12,34,6,0,6,2,2,2
2012-05,Norfolk Constabulary,A13,0,0,0,0,6,0,2,1,0,0,1
2012-05,Norfolk Constabulary,A12,4,0,2,1,29,7,1,6,0,1,0
2012-05,Norfolk Constabulary,G21,2,0,2,6,19,4,0,5,1,1,1
2012-05,Norfolk Constabulary,C22,6,0,2,9,32,10,4,4,5,3,17
2012-05,Norfolk Constabulary,C23,2,0,1,11,47,9,0,11,3,1,1
2012-05,Norfolk Constabulary,C21,1,0,1,2,17,6,1,8,1,0,0
2012-05,Norfolk Constabulary,E21,6,0,4,10,40,7,3,9,5,1,1
2012-05,Norfolk Constabulary,C24,8,0,3,10,22,9,3,5,5,1,0
2012-05,Norfolk Constabulary,E23,2,0,8,10,35,9,0,8,4,2,6
2012-05,Norfolk Constabulary,D21,4,0,4,5,21,6,1,8,2,1,2
2012-05,Norfolk Constabulary,D23,3,0,0,6,21,5,1,3,3,0,3
2012-05,Norfolk Constabulary,D22,10,0,5,13,60,16,4,7,3,0,0
2012-05,Norfolk Constabulary,F31,27,4,9,91,330,46,104,103,25,24,11
2012-05,Norfolk Constabulary,F11,21,1,14,42,141,27,12,20,26,5,7
2012-05,Norfolk Constabulary,G13,7,0,2,24,40,14,11,6,1,0,3
2012-05,Norfolk Constabulary,G12,3,0,1,17,35,17,1,5,0,2,1
2012-05,Norfolk Constabulary,G11,1,0,2,4,14,2,0,1,0,1,0
2012-05,Norfolk Constabulary,A21,4,0,0,38,127,12,15,12,19,7,12
2012-05,Norfolk Constabulary,A22,7,0,1,22,90,17,6,6,5,2,4
2012-05,Norfolk Constabulary,A23,2,0,0,7,31,5,5,5,6,3,3
2012-05,Norfolk Constabulary,F41,20,1,22,29,106,41,15,37,10,3,3
2012-05,Norfolk Constabulary,B22,11,0,2,9,47,15,2,14,3,0,1
2012-05,Norfolk Constabulary,B21,7,0,14,45,168,33,26,22,15,5,6
