Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2012-03,Essex Police,133,13,0,17,14,57,24,3,23,1,3,1
2012-03,Essex Police,132,29,4,11,8,36,6,3,22,1,3,6
2012-03,Essex Police,131,14,0,16,4,32,6,2,8,1,2,4
2012-03,Essex Police,130,17,1,27,17,46,7,8,26,6,5,3
2012-03,Essex Police,137,25,5,9,28,100,15,2,21,9,7,5
2012-03,Essex Police,136,22,4,10,32,109,18,53,39,12,18,9
2012-03,Essex Police,135,16,2,17,6,24,5,2,23,0,1,8
2012-03,Essex Police,134,18,0,12,8,15,6,0,6,0,1,2
2012-03,Essex Police,139,5,1,4,9,31,7,5,11,1,2,3
2012-03,Essex Police,138,29,1,14,10,68,5,11,22,0,0,3
2012-03,Essex Police,24,4,0,3,16,33,14,4,3,6,1,0
2012-03,Essex Police,25,7,0,6,7,6,2,0,13,0,0,2
2012-03,Essex Police,26,8,0,9,6,46,17,9,9,1,1,3
2012-03,Essex Police,27,6,0,12,1,17,3,0,4,1,2,1
2012-03,Essex Police,20,1,0,1,1,8,2,1,1,1,0,2
2012-03,Essex Police,21,2,0,3,7,44,10,12,26,7,3,5
2012-03,Essex Police,22,17,0,6,21,30,7,2,8,1,2,4
2012-03,Essex Police,23,21,0,12,13,33,13,0,27,3,0,4
2012-03,Essex Police,28,3,0,4,3,13,1,0,5,0,1,2
2012-03,Essex Police,29,9,0,5,5,9,10,0,8,0,1,1
2012-03,Essex Police,4,2,0,6,3,13,4,0,5,0,0,0
2012-03,Essex Police,8,1,0,2,4,8,1,1,3,0,1,1
2012-03,Essex Police,120,4,1,7,8,26,1,4,6,0,1,2
2012-03,Essex Police,121,10,0,12,9,55,11,0,5,2,0,2
2012-03,Essex Police,122,3,0,7,2,7,1,0,1,1,0,0
2012-03,Essex Police,123,16,1,15,21,58,15,17,19,6,9,5
2012-03,Essex Police,124,37,0,32,11,49,16,4,7,2,1,6
2012-03,Essex Police,125,26,0,20,7,33,7,0,27,2,1,4
2012-03,Essex Police,126,19,1,58,15,58,18,7,28,3,0,7
2012-03,Essex Police,127,11,0,41,14,52,7,10,13,1,4,2
2012-03,Essex Police,128,13,1,7,11,16,11,0,8,0,2,2
2012-03,Essex Police,129,7,1,39,18,52,12,9,13,3,4,6
2012-03,Essex Police,59,4,0,0,2,10,1,0,1,0,0,0
2012-03,Essex Police,58,17,0,10,23,73,22,11,20,3,4,4
2012-03,Essex Police,55,2,0,6,5,5,0,1,2,1,1,3
2012-03,Essex Police,54,1,0,1,0,2,0,0,1,0,0,0
2012-03,Essex Police,57,17,3,8,35,103,24,23,25,8,16,8
2012-03,Essex Police,56,18,0,10,22,87,29,1,20,1,4,3
2012-03,Essex Police,51,10,0,24,38,51,15,9,30,3,1,5
2012-03,Essex Police,50,6,0,0,5,19,4,0,17,4,0,1
2012-03,Essex Police,53,2,0,2,2,9,2,0,5,0,0,0
2012-03,Essex Police,52,3,0,0,0,5,1,0,3,0,0,0
2012-03,Essex Police,115,4,1,4,13,29,6,1,6,1,0,1
2012-03,Essex Police,114,5,2,9,32,51,14,6,32,6,9,10
2012-03,Essex Police,88,11,0,14,7,34,7,6,9,3,0,3
2012-03,Essex Police,89,14,0,7,25,82,14,10,16,1,1,1
2012-03,Essex Police,111,2,1,11,17,38,9,0,10,3,2,4
2012-03,Essex Police,110,5,2,53,20,58,18,35,37,3,3,16
2012-03,Essex Police,113,5,0,1,5,30,7,2,4,0,1,1
2012-03,Essex Police,112,8,1,6,8,33,5,1,8,3,1,0
2012-03,Essex Police,82,1,0,2,2,12,1,2,0,0,0,0
2012-03,Essex Police,83,2,0,1,2,3,3,0,3,0,0,0
2012-03,Essex Police,80,9,0,10,20,34,10,2,18,1,2,1
2012-03,Essex Police,81,8,0,9,6,23,6,3,5,1,1,1
2012-03,Essex Police,86,18,2,13,29,72,26,9,24,7,3,2
2012-03,Essex Police,87,29,3,33,41,106,31,13,37,18,6,9
2012-03,Essex Police,84,0,1,2,4,17,3,3,3,0,0,0
2012-03,Essex Police,85,41,12,22,124,326,47,61,96,33,25,24
2012-03,Essex Police,3,1,0,3,6,21,5,3,2,0,0,1
2012-03,Essex Police,7,6,0,8,6,27,8,3,2,1,0,2
2012-03,Essex Police,108,5,0,15,7,45,10,0,5,1,1,3
2012-03,Essex Police,109,9,1,7,11,34,15,1,12,0,1,5
2012-03,Essex Police,102,4,4,17,24,66,15,65,44,8,5,9
